0
SIGN:success disable Auto NUMA
SIGN: success disable SWAP
root      2088  0.0  0.0   7592  3468 pts/1    S    12:48   0:00              \_ sudo nohup ./memcachedTestScript.sh
root      2089  0.5  0.0   4972  3000 pts/1    S    12:48   0:00                  \_ /bin/bash ./memcachedTestScript.sh
root      2110  0.0  0.0   4372   668 pts/1    S    12:48   0:00                      \_ grep memcached
root      2107  0.0  0.0  14100  3592 ?        Dsl  12:48   0:00 memcached -d -m 122880 -p 6379 -u root -t 64
SIGN: success start redis
===begin prepare data for test===
Writing results to ./F-2nd/memcached_test_prepare_F_OFF_20230814124814.log...
[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 0%,   1 secs] 20 threads:      276819 ops,  276337 (avg:  276337) ops/sec, 280.65MB/sec (avg: 280.65MB/sec), 11.50 (avg: 11.50) msec latency
[RUN #1 3%,  20 secs] 20 threads:    23739654 ops, 1182093 (avg: 1186547) ops/sec, 1.19GB/sec (avg: 1.20GB/sec),  2.70 (avg:  2.69) msec latency
[RUN #1 4%,  21 secs] 20 threads:    24929447 ops, 1189443 (avg: 1186685) ops/sec, 1.20GB/sec (avg: 1.20GB/sec),  2.69 (avg:  2.69) msec latency
[RUN #1 4%,  22 secs] 20 threads:    26100979 ops, 1171229 (avg: 1185982) ops/sec, 1.18GB/sec (avg: 1.20GB/sec),  2.72 (avg:  2.69) msec latency
[RUN #1 4%,  23 secs] 20 threads:    27262693 ops, 1161412 (avg: 1184914) ops/sec, 1.17GB/sec (avg: 1.20GB/sec),  2.75 (avg:  2.69) msec latency
[RUN #1 4%,  24 secs] 20 threads:    28457366 ops, 1194343 (avg: 1185307) ops/sec, 1.21GB/sec (avg: 1.20GB/sec),  2.67 (avg:  2.69) msec latency
[RUN #1 4%,  25 secs] 20 threads:    29639619 ops, 1181896 (avg: 1185171) ops/sec, 1.19GB/sec (avg: 1.20GB/sec),  2.70 (avg:  2.69) msec latency
[RUN #1 4%,  26 secs] 20 threads:    30821779 ops, 1181866 (avg: 1185044) ops/sec, 1.19GB/sec (avg: 1.20GB/sec),  2.70 (avg:  2.69) msec latency
[RUN #1 5%,  27 secs] 20 threads:    31993102 ops, 1171009 (avg: 1184524) ops/sec, 1.18GB/sec (avg: 1.20GB/sec),  2.73 (avg:  2.69) msec latency
[RUN #1 5%,  28 secs] 20 threads:    33172698 ops, 1179296 (avg: 1184337) ops/sec, 1.19GB/sec (avg: 1.20GB/sec),  2.71 (avg:  2.70) msec latency
[RUN #1 5%,  29 secs] 20 threads:    34378244 ops, 1205223 (avg: 1185057) ops/sec, 1.22GB/sec (avg: 1.20GB/sec),  2.65 (avg:  2.69) msec latency
[RUN #1 5%,  30 secs] 20 threads:    35579878 ops, 1201295 (avg: 1185598) ops/sec, 1.21GB/sec (avg: 1.20GB/sec),  2.66 (avg:  2.69) msec latency
[RUN #1 5%,  31 secs] 20 threads:    36748298 ops, 1168120 (avg: 1185035) ops/sec, 1.18GB/sec (avg: 1.20GB/sec),  2.73 (avg:  2.69) msec latency
[RUN #1 5%,  32 secs] 20 threads:    37924646 ops, 1175710 (avg: 1184743) ops/sec, 1.19GB/sec (avg: 1.20GB/sec),  2.72 (avg:  2.69) msec latency
[RUN #1 6%,  33 secs] 20 threads:    39114777 ops, 1189826 (avg: 1184897) ops/sec, 1.20GB/sec (avg: 1.20GB/sec),  2.68 (avg:  2.69) msec latency
[RUN #1 6%,  34 secs] 20 threads:    40299836 ops, 1184698 (avg: 1184891) ops/sec, 1.20GB/sec (avg: 1.20GB/sec),  2.70 (avg:  2.69) msec latency
[RUN #1 6%,  35 secs] 20 threads:    41477447 ops, 1177309 (avg: 1184675) ops/sec, 1.19GB/sec (avg: 1.20GB/sec),  2.71 (avg:  2.69) msec latency
[RUN #1 6%,  36 secs] 20 threads:    42629169 ops, 1151436 (avg: 1183752) ops/sec, 1.16GB/sec (avg: 1.19GB/sec),  2.77 (avg:  2.70) msec latency
[RUN #1 6%,  37 secs] 20 threads:    43802820 ops, 1173350 (avg: 1183470) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.72 (avg:  2.70) msec latency
[RUN #1 6%,  38 secs] 20 threads:    44972057 ops, 1168951 (avg: 1183088) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.73 (avg:  2.70) msec latency
[RUN #1 7%,  39 secs] 20 threads:    46128750 ops, 1156410 (avg: 1182404) ops/sec, 1.17GB/sec (avg: 1.19GB/sec),  2.76 (avg:  2.70) msec latency
[RUN #1 7%,  40 secs] 20 threads:    47297927 ops, 1168868 (avg: 1182066) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.73 (avg:  2.70) msec latency
[RUN #1 7%,  41 secs] 20 threads:    48465056 ops, 1166788 (avg: 1181693) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.74 (avg:  2.70) msec latency
[RUN #1 7%,  42 secs] 20 threads:    49654186 ops, 1188806 (avg: 1181863) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.69 (avg:  2.70) msec latency
[RUN #1 7%,  43 secs] 20 threads:    50848892 ops, 1194409 (avg: 1182154) ops/sec, 1.21GB/sec (avg: 1.19GB/sec),  2.67 (avg:  2.70) msec latency
[RUN #1 7%,  44 secs] 20 threads:    52015377 ops, 1166195 (avg: 1181792) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.74 (avg:  2.70) msec latency
[RUN #1 8%,  45 secs] 20 threads:    53191654 ops, 1175994 (avg: 1181663) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.72 (avg:  2.70) msec latency
[RUN #1 8%,  46 secs] 20 threads:    54385824 ops, 1193826 (avg: 1181927) ops/sec, 1.21GB/sec (avg: 1.19GB/sec),  2.67 (avg:  2.70) msec latency
[RUN #1 8%,  47 secs] 20 threads:    55582494 ops, 1196296 (avg: 1182233) ops/sec, 1.21GB/sec (avg: 1.19GB/sec),  2.67 (avg:  2.70) msec latency
[RUN #1 8%,  48 secs] 20 threads:    56765922 ops, 1183125 (avg: 1182252) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.70 (avg:  2.70) msec latency
[RUN #1 8%,  49 secs] 20 threads:    57929730 ops, 1163524 (avg: 1181869) ops/sec, 1.17GB/sec (avg: 1.19GB/sec),  2.74 (avg:  2.70) msec latency
[RUN #1 8%,  50 secs] 20 threads:    59089512 ops, 1159429 (avg: 1181421) ops/sec, 1.17GB/sec (avg: 1.19GB/sec),  2.75 (avg:  2.70) msec latency
[RUN #1 9%,  51 secs] 20 threads:    60245561 ops, 1155711 (avg: 1180917) ops/sec, 1.17GB/sec (avg: 1.19GB/sec),  2.76 (avg:  2.70) msec latency
[RUN #1 9%,  52 secs] 20 threads:    61412341 ops, 1166397 (avg: 1180637) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.74 (avg:  2.70) msec latency
[RUN #1 9%,  53 secs] 20 threads:    62596425 ops, 1183724 (avg: 1180696) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.70 (avg:  2.70) msec latency
[RUN #1 9%,  54 secs] 20 threads:    63797139 ops, 1200411 (avg: 1181061) ops/sec, 1.21GB/sec (avg: 1.19GB/sec),  2.66 (avg:  2.70) msec latency
[RUN #1 9%,  55 secs] 20 threads:    64982366 ops, 1184914 (avg: 1181131) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.69 (avg:  2.70) msec latency
[RUN #1 9%,  56 secs] 20 threads:    66183725 ops, 1192094 (avg: 1181328) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.68 (avg:  2.70) msec latency
[RUN #1 10%,  57 secs] 20 threads:    67366630 ops, 1182597 (avg: 1181350) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.70 (avg:  2.70) msec latency
[RUN #1 10%,  58 secs] 20 threads:    68542938 ops, 1175175 (avg: 1181244) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.72 (avg:  2.70) msec latency
[RUN #1 10%,  59 secs] 20 threads:    69722634 ops, 1179370 (avg: 1181212) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.71 (avg:  2.70) msec latency
[RUN #1 10%,  60 secs] 20 threads:    70935624 ops, 1212655 (avg: 1181736) ops/sec, 1.22GB/sec (avg: 1.19GB/sec),  2.63 (avg:  2.70) msec latency
[RUN #1 10%,  61 secs] 20 threads:    72127699 ops, 1191731 (avg: 1181900) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.68 (avg:  2.70) msec latency
[RUN #1 10%,  62 secs] 20 threads:    73278087 ops, 1150079 (avg: 1181387) ops/sec, 1.16GB/sec (avg: 1.19GB/sec),  2.78 (avg:  2.70) msec latency
[RUN #1 11%,  63 secs] 20 threads:    74444413 ops, 1165943 (avg: 1181141) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.74 (avg:  2.70) msec latency
[RUN #1 11%,  64 secs] 20 threads:    75614198 ops, 1169471 (avg: 1180959) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.73 (avg:  2.70) msec latency
[RUN #1 11%,  65 secs] 20 threads:    76784868 ops, 1170286 (avg: 1180795) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.73 (avg:  2.70) msec latency
[RUN #1 11%,  66 secs] 20 threads:    77950841 ops, 1165683 (avg: 1180566) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.74 (avg:  2.70) msec latency
[RUN #1 11%,  67 secs] 20 threads:    79115634 ops, 1164480 (avg: 1180326) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.74 (avg:  2.70) msec latency
[RUN #1 11%,  68 secs] 20 threads:    80265587 ops, 1149672 (avg: 1179875) ops/sec, 1.16GB/sec (avg: 1.19GB/sec),  2.78 (avg:  2.71) msec latency
[RUN #1 12%,  69 secs] 20 threads:    81414747 ops, 1148810 (avg: 1179425) ops/sec, 1.16GB/sec (avg: 1.19GB/sec),  2.78 (avg:  2.71) msec latency
[RUN #1 12%,  70 secs] 20 threads:    82591212 ops, 1176088 (avg: 1179377) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.72 (avg:  2.71) msec latency
[RUN #1 12%,  71 secs] 20 threads:    83769656 ops, 1178132 (avg: 1179360) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.71 (avg:  2.71) msec latency
[RUN #1 12%,  72 secs] 20 threads:    84952759 ops, 1182781 (avg: 1179407) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.70 (avg:  2.71) msec latency
[RUN #1 12%,  73 secs] 20 threads:    86149078 ops, 1196022 (avg: 1179635) ops/sec, 1.21GB/sec (avg: 1.19GB/sec),  2.67 (avg:  2.71) msec latency
[RUN #1 12%,  74 secs] 20 threads:    87325146 ops, 1175767 (avg: 1179583) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.71 (avg:  2.71) msec latency
[RUN #1 13%,  75 secs] 20 threads:    88487136 ops, 1161729 (avg: 1179345) ops/sec, 1.17GB/sec (avg: 1.19GB/sec),  2.75 (avg:  2.71) msec latency
[RUN #1 13%,  76 secs] 20 threads:    89683513 ops, 1196061 (avg: 1179565) ops/sec, 1.21GB/sec (avg: 1.19GB/sec),  2.67 (avg:  2.71) msec latency
[RUN #1 13%,  77 secs] 20 threads:    90863036 ops, 1179183 (avg: 1179560) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.71 (avg:  2.71) msec latency
[RUN #1 13%,  78 secs] 20 threads:    92040011 ops, 1176683 (avg: 1179523) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.71 (avg:  2.71) msec latency
[RUN #1 13%,  79 secs] 20 threads:    93201297 ops, 1160951 (avg: 1179288) ops/sec, 1.17GB/sec (avg: 1.19GB/sec),  2.75 (avg:  2.71) msec latency
[RUN #1 13%,  80 secs] 20 threads:    94341449 ops, 1139796 (avg: 1178794) ops/sec, 1.15GB/sec (avg: 1.19GB/sec),  2.80 (avg:  2.71) msec latency
[RUN #1 14%,  81 secs] 20 threads:    95501732 ops, 1159976 (avg: 1178562) ops/sec, 1.17GB/sec (avg: 1.19GB/sec),  2.75 (avg:  2.71) msec latency
[RUN #1 14%,  82 secs] 20 threads:    96658327 ops, 1156271 (avg: 1178290) ops/sec, 1.17GB/sec (avg: 1.19GB/sec),  2.76 (avg:  2.71) msec latency
[RUN #1 14%,  83 secs] 20 threads:    97807930 ops, 1149262 (avg: 1177940) ops/sec, 1.16GB/sec (avg: 1.19GB/sec),  2.78 (avg:  2.71) msec latency
[RUN #1 14%,  84 secs] 20 threads:    98962754 ops, 1154426 (avg: 1177660) ops/sec, 1.17GB/sec (avg: 1.19GB/sec),  2.76 (avg:  2.71) msec latency
[RUN #1 14%,  85 secs] 20 threads:   100115301 ops, 1152252 (avg: 1177361) ops/sec, 1.16GB/sec (avg: 1.19GB/sec),  2.77 (avg:  2.71) msec latency
[RUN #1 14%,  86 secs] 20 threads:   101282677 ops, 1167077 (avg: 1177242) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.74 (avg:  2.71) msec latency
[RUN #1 15%,  87 secs] 20 threads:   102436296 ops, 1153323 (avg: 1176967) ops/sec, 1.16GB/sec (avg: 1.19GB/sec),  2.77 (avg:  2.71) msec latency
[RUN #1 15%,  88 secs] 20 threads:   103616265 ops, 1179676 (avg: 1176998) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.71 (avg:  2.71) msec latency
[RUN #1 15%,  89 secs] 20 threads:   104808333 ops, 1191686 (avg: 1177163) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.68 (avg:  2.71) msec latency
[RUN #1 15%,  90 secs] 20 threads:   105975233 ops, 1166545 (avg: 1177045) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.74 (avg:  2.71) msec latency
[RUN #1 15%,  91 secs] 20 threads:   107170564 ops, 1195005 (avg: 1177242) ops/sec, 1.21GB/sec (avg: 1.19GB/sec),  2.67 (avg:  2.71) msec latency
[RUN #1 15%,  92 secs] 20 threads:   108350145 ops, 1179279 (avg: 1177264) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.71 (avg:  2.71) msec latency
[RUN #1 16%,  93 secs] 20 threads:   109537371 ops, 1186893 (avg: 1177368) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.69 (avg:  2.71) msec latency
[RUN #1 16%,  94 secs] 20 threads:   110705724 ops, 1168025 (avg: 1177268) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.74 (avg:  2.71) msec latency
[RUN #1 16%,  95 secs] 20 threads:   111872653 ops, 1166630 (avg: 1177157) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.73 (avg:  2.71) msec latency
[RUN #1 16%,  96 secs] 20 threads:   113025442 ops, 1152466 (avg: 1176899) ops/sec, 1.16GB/sec (avg: 1.19GB/sec),  2.77 (avg:  2.71) msec latency
[RUN #1 16%,  97 secs] 20 threads:   114192191 ops, 1166394 (avg: 1176791) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.74 (avg:  2.71) msec latency
[RUN #1 16%,  98 secs] 20 threads:   115367409 ops, 1174889 (avg: 1176772) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.71 (avg:  2.71) msec latency
[RUN #1 17%,  99 secs] 20 threads:   116535123 ops, 1167424 (avg: 1176677) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.74 (avg:  2.71) msec latency
[RUN #1 17%, 100 secs] 20 threads:   117736780 ops, 1201359 (avg: 1176924) ops/sec, 1.21GB/sec (avg: 1.19GB/sec),  2.66 (avg:  2.71) msec latency
[RUN #1 17%, 101 secs] 20 threads:   118923757 ops, 1185990 (avg: 1177014) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.69 (avg:  2.71) msec latency
[RUN #1 17%, 102 secs] 20 threads:   120107875 ops, 1183796 (avg: 1177080) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.70 (avg:  2.71) msec latency
[RUN #1 17%, 103 secs] 20 threads:   121282626 ops, 1174440 (avg: 1177055) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.72 (avg:  2.71) msec latency
[RUN #1 17%, 104 secs] 20 threads:   122453245 ops, 1170281 (avg: 1176990) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.73 (avg:  2.71) msec latency
[RUN #1 18%, 105 secs] 20 threads:   123636870 ops, 1183293 (avg: 1177050) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.70 (avg:  2.71) msec latency
[RUN #1 18%, 106 secs] 20 threads:   124808817 ops, 1171647 (avg: 1176999) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.72 (avg:  2.71) msec latency
[RUN #1 18%, 107 secs] 20 threads:   126001448 ops, 1192268 (avg: 1177141) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.68 (avg:  2.71) msec latency
[RUN #1 18%, 108 secs] 20 threads:   127175709 ops, 1173922 (avg: 1177112) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.72 (avg:  2.71) msec latency
[RUN #1 18%, 109 secs] 20 threads:   128351223 ops, 1175156 (avg: 1177094) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.72 (avg:  2.71) msec latency
[RUN #1 18%, 110 secs] 20 threads:   129525352 ops, 1173847 (avg: 1177064) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.72 (avg:  2.71) msec latency
[RUN #1 19%, 111 secs] 20 threads:   130698023 ops, 1172342 (avg: 1177022) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.72 (avg:  2.71) msec latency
[RUN #1 19%, 112 secs] 20 threads:   131880638 ops, 1181509 (avg: 1177062) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.70 (avg:  2.71) msec latency
[RUN #1 19%, 113 secs] 20 threads:   133062545 ops, 1181547 (avg: 1177101) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.70 (avg:  2.71) msec latency
[RUN #1 19%, 114 secs] 20 threads:   134261776 ops, 1198837 (avg: 1177292) ops/sec, 1.21GB/sec (avg: 1.19GB/sec),  2.66 (avg:  2.71) msec latency
[RUN #1 19%, 115 secs] 20 threads:   135436801 ops, 1174677 (avg: 1177269) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.72 (avg:  2.71) msec latency
[RUN #1 19%, 116 secs] 20 threads:   136627679 ops, 1190582 (avg: 1177384) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.68 (avg:  2.71) msec latency
[RUN #1 20%, 117 secs] 20 threads:   137819849 ops, 1191064 (avg: 1177501) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.68 (avg:  2.71) msec latency
[RUN #1 20%, 118 secs] 20 threads:   138996968 ops, 1176789 (avg: 1177495) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.71 (avg:  2.71) msec latency
[RUN #1 20%, 119 secs] 20 threads:   140184911 ops, 1187581 (avg: 1177580) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.69 (avg:  2.71) msec latency
[RUN #1 20%, 120 secs] 20 threads:   141364106 ops, 1178864 (avg: 1177590) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.71 (avg:  2.71) msec latency
[RUN #1 20%, 121 secs] 20 threads:   142548614 ops, 1184195 (avg: 1177645) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.70 (avg:  2.71) msec latency
[RUN #1 20%, 122 secs] 20 threads:   143760073 ops, 1211110 (avg: 1177919) ops/sec, 1.22GB/sec (avg: 1.19GB/sec),  2.64 (avg:  2.71) msec latency
[RUN #1 21%, 123 secs] 20 threads:   144961832 ops, 1201403 (avg: 1178110) ops/sec, 1.21GB/sec (avg: 1.19GB/sec),  2.66 (avg:  2.71) msec latency
[RUN #1 21%, 124 secs] 20 threads:   146167141 ops, 1205019 (avg: 1178327) ops/sec, 1.22GB/sec (avg: 1.19GB/sec),  2.65 (avg:  2.71) msec latency
[RUN #1 21%, 125 secs] 20 threads:   147360930 ops, 1193483 (avg: 1178448) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.67 (avg:  2.71) msec latency
[RUN #1 21%, 126 secs] 20 threads:   148563896 ops, 1202629 (avg: 1178640) ops/sec, 1.21GB/sec (avg: 1.19GB/sec),  2.65 (avg:  2.71) msec latency
[RUN #1 21%, 127 secs] 20 threads:   149764940 ops, 1200717 (avg: 1178814) ops/sec, 1.21GB/sec (avg: 1.19GB/sec),  2.66 (avg:  2.71) msec latency
[RUN #1 21%, 128 secs] 20 threads:   150960353 ops, 1194123 (avg: 1178934) ops/sec, 1.21GB/sec (avg: 1.19GB/sec),  2.67 (avg:  2.71) msec latency
[RUN #1 22%, 129 secs] 20 threads:   152118008 ops, 1157358 (avg: 1178767) ops/sec, 1.17GB/sec (avg: 1.19GB/sec),  2.76 (avg:  2.71) msec latency
[RUN #1 22%, 130 secs] 20 threads:   153287722 ops, 1169395 (avg: 1178694) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.73 (avg:  2.71) msec latency
[RUN #1 22%, 131 secs] 20 threads:   154451842 ops, 1163812 (avg: 1178581) ops/sec, 1.17GB/sec (avg: 1.19GB/sec),  2.74 (avg:  2.71) msec latency
[RUN #1 22%, 132 secs] 20 threads:   155635854 ops, 1183690 (avg: 1178620) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.70 (avg:  2.71) msec latency
[RUN #1 22%, 133 secs] 20 threads:   156814657 ops, 1178444 (avg: 1178618) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.71 (avg:  2.71) msec latency
[RUN #1 22%, 134 secs] 20 threads:   158008567 ops, 1193585 (avg: 1178730) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.67 (avg:  2.71) msec latency
[RUN #1 23%, 135 secs] 20 threads:   159219340 ops, 1210443 (avg: 1178965) ops/sec, 1.22GB/sec (avg: 1.19GB/sec),  2.63 (avg:  2.71) msec latency
[RUN #1 23%, 136 secs] 20 threads:   160422283 ops, 1202635 (avg: 1179139) ops/sec, 1.21GB/sec (avg: 1.19GB/sec),  2.65 (avg:  2.71) msec latency
[RUN #1 23%, 137 secs] 20 threads:   161599823 ops, 1177276 (avg: 1179125) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.71 (avg:  2.71) msec latency
[RUN #1 23%, 138 secs] 20 threads:   162785056 ops, 1184872 (avg: 1179167) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.70 (avg:  2.71) msec latency
[RUN #1 23%, 139 secs] 20 threads:   163970550 ops, 1185228 (avg: 1179210) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.69 (avg:  2.71) msec latency
[RUN #1 23%, 140 secs] 20 threads:   165164362 ops, 1193506 (avg: 1179313) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.68 (avg:  2.71) msec latency
[RUN #1 24%, 141 secs] 20 threads:   166348041 ops, 1183357 (avg: 1179341) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.70 (avg:  2.71) msec latency
[RUN #1 24%, 142 secs] 20 threads:   167540613 ops, 1192266 (avg: 1179432) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.68 (avg:  2.71) msec latency
[RUN #1 24%, 143 secs] 20 threads:   168722269 ops, 1181429 (avg: 1179446) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.70 (avg:  2.71) msec latency
[RUN #1 24%, 144 secs] 20 threads:   169929475 ops, 1206897 (avg: 1179637) ops/sec, 1.22GB/sec (avg: 1.19GB/sec),  2.65 (avg:  2.71) msec latency
[RUN #1 24%, 145 secs] 20 threads:   171169537 ops, 1239704 (avg: 1180051) ops/sec, 1.25GB/sec (avg: 1.19GB/sec),  2.57 (avg:  2.70) msec latency
[RUN #1 24%, 146 secs] 20 threads:   172368258 ops, 1198337 (avg: 1180176) ops/sec, 1.21GB/sec (avg: 1.19GB/sec),  2.66 (avg:  2.70) msec latency
[RUN #1 25%, 147 secs] 20 threads:   173560453 ops, 1191851 (avg: 1180256) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.68 (avg:  2.70) msec latency
[RUN #1 25%, 148 secs] 20 threads:   174750237 ops, 1189498 (avg: 1180318) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.68 (avg:  2.70) msec latency
[RUN #1 25%, 149 secs] 20 threads:   175923136 ops, 1172636 (avg: 1180267) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.72 (avg:  2.70) msec latency
[RUN #1 25%, 150 secs] 20 threads:   177092181 ops, 1168727 (avg: 1180190) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.73 (avg:  2.70) msec latency
[RUN #1 25%, 151 secs] 20 threads:   178266646 ops, 1173394 (avg: 1180145) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.72 (avg:  2.70) msec latency
[RUN #1 25%, 152 secs] 20 threads:   179466792 ops, 1199819 (avg: 1180274) ops/sec, 1.21GB/sec (avg: 1.19GB/sec),  2.66 (avg:  2.70) msec latency
[RUN #1 26%, 153 secs] 20 threads:   180687804 ops, 1220738 (avg: 1180539) ops/sec, 1.23GB/sec (avg: 1.19GB/sec),  2.62 (avg:  2.70) msec latency
[RUN #1 26%, 154 secs] 20 threads:   181865753 ops, 1177685 (avg: 1180520) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.71 (avg:  2.70) msec latency
[RUN #1 26%, 155 secs] 20 threads:   183039249 ops, 1173120 (avg: 1180472) ops/sec, 1.18GB/sec (avg: 1.19GB/sec),  2.72 (avg:  2.70) msec latency
[RUN #1 26%, 156 secs] 20 threads:   184222492 ops, 1182959 (avg: 1180488) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.70 (avg:  2.70) msec latency
[RUN #1 26%, 157 secs] 20 threads:   185400921 ops, 1178108 (avg: 1180473) ops/sec, 1.19GB/sec (avg: 1.19GB/sec),  2.71 (avg:  2.70) msec latency
[RUN #1 26%, 158 secs] 20 threads:   186591623 ops, 1190283 (avg: 1180535) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.68 (avg:  2.70) msec latency
[RUN #1 27%, 159 secs] 20 threads:   187808807 ops, 1216814 (avg: 1180763) ops/sec, 1.23GB/sec (avg: 1.19GB/sec),  2.62 (avg:  2.70) msec latency
[RUN #1 27%, 160 secs] 20 threads:   189014344 ops, 1205189 (avg: 1180916) ops/sec, 1.22GB/sec (avg: 1.19GB/sec),  2.65 (avg:  2.70) msec latency
[RUN #1 27%, 161 secs] 20 threads:   190210472 ops, 1195802 (avg: 1181008) ops/sec, 1.21GB/sec (avg: 1.19GB/sec),  2.67 (avg:  2.70) msec latency
[RUN #1 27%, 162 secs] 20 threads:   191399483 ops, 1188668 (avg: 1181056) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.68 (avg:  2.70) msec latency
[RUN #1 27%, 163 secs] 20 threads:   192630307 ops, 1230568 (avg: 1181359) ops/sec, 1.24GB/sec (avg: 1.19GB/sec),  2.59 (avg:  2.70) msec latency
[RUN #1 27%, 164 secs] 20 threads:   193858474 ops, 1227793 (avg: 1181642) ops/sec, 1.24GB/sec (avg: 1.19GB/sec),  2.60 (avg:  2.70) msec latency
[RUN #1 28%, 165 secs] 20 threads:   195047773 ops, 1188937 (avg: 1181687) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.68 (avg:  2.70) msec latency
[RUN #1 28%, 166 secs] 20 threads:   196240449 ops, 1192332 (avg: 1181751) ops/sec, 1.20GB/sec (avg: 1.19GB/sec),  2.68 (avg:  2.70) msec latency
